parking,path
inside,/home/jupyter/mnt/datasets/scooters_data/210fe2e4199340f2a649ab2439bd5849.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/d9308aadc9a746f78a6127958a2a6c7b.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/a18d08c03b9143f9aabfb9735166cdb2.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/2c945b54445b406fb7bbf2785ecbc2ff.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/4a747c3fdf50476d84c5e3d544c06449.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/cc36231686be4a979097ce73becfa357.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/60ca9cedfcea423c80f06e7ede80126b.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/6a14a7fa637246578ac81f42b416f4cc.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/88778fa3eee4441e8c249032bdd31cf4.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/889dd77ec81d4eb59483df83ae48a82f.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/a87e1577b22a46ac9afa5fc4fd9ac7d6.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/17e653a9de9641058b0bbc503bc07211.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/2f7a1f88c898482c96dfcc64637746a9.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/d0f7633cc16a4963af647af813705e57.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/da53e40363414bafa60224d2b691d6f7.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/d76fb8b49ae547d5883c9b1e6caf7abf.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/05ad78dec23045febda40aa3d32b52c6.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/8dccb6842b7f434b81da1f1e1b779416.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/dfef0158ceed48a68e978c6401df0f88.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/cb9f9adae4ec4e7dba3804eb2544a22f.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/f0540a1736f74a63abb8ed8b0838abc1.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/d358bfde86174e9db580bc638d58b829.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/166251214dff4e449bccbffd5623ffc5.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/871500d51d394ae3b494f9fec0f324de.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/5418d65c489d4273a8ba2ba9d6caf4b8.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/9ed80481c1024cf2bbb3aebed4fa9323.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/759c596f2a9b4b9caea2a35499576a0f.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/a1cc4cdbe9454021bef3b81fdc0fd2b7.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/0eb8698ccb9a4ce3b2e5f05360b0fa84.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/43b91a735f4949c69d35d74bf8907f6a.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/a255c3250e98466e908be61d0e27a9b5.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/7d7a1e38208949ce91d8e12ce19eb92f.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/2f7e028d1109461495cbd868ec51bdaf.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/0c476efaa6194f29a1b542bf00895248.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/2e58f94da06f44efa0f5ef2ed4417de0.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/431481601e0948e791dffe40cbc6abde.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/8cfeeebbb5b14b8192ee37e4202792a8.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/756a2d034134427888d28050dba40c66.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/2dfab38db0c8476baea9c93aab7053b1.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/85fb39b7310c4409a4994ba31cf16594.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/16453605a83d406e8fbd98aeb9a11910.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/5278ca8ff5c644638f042bfee3f81123.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/a850fc03cebf4009a4487bd0740baa41.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/d0e3a1bd667243f4a0d98cf4830d0e60.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/90630870d6f945fa94377ee47c034f6e.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/554c584fa664420ab958e135c0c67cb9.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/c40256de49ff45a8883d0f46234cc1e4.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/8ca3b91817ca4597bfb3dea331ccfbd1.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/f4d6aa372c404a5cb998718fd7f23013.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/e9d688c3d3a14edc8ba45e8708a0e062.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/586bf0386294479f9e98a0945d7aeed9.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/d523c66b0f714e4182c3a0c7be6abf03.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/cf107ebf7b804a4eaec5765b9df0cfb5.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/6a21ace540934372aeb253c5bd8f02ce.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/9dd87f8b65534d1896bb695a2d20dcc5.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/08c6277a466e4295bb45787501016b83.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/db59ad73065f45ac8924fbe3ebab9a41.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/7c799d6a59a14f9b92d0b2cb6c6e2fb6.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/d4478223151545d3bf6f754ecb349d72.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/cf0dd9a83a7e457d9bf35de6e7166d3a.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/d81dce6f2747466a99e13db7d6849416.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/20cbadabfa6f44ffb1926418180b851e.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/f62f2f3947a64c7988a8f76969bcdfd8.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/391b22503a0b40148d167c38dac24272.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/614b1da83d7e4654b46bd352cc048eb3.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/e2463cc51cf148659f708e6ffc91099b.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/65648a0432e0465eac2ebd4b635c4aa9.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/f59f514960254e4aa3cfb6be6c980c13.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/3133911e9e3443a58542815a412415ee.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/513554343f424ef88d0706aa2556a54d.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/2ed41526e3bb4506a78a585ab6d4e3d7.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/8d39651819534f98953634e7d763d257.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/e3e0369fb03a4d7498b011590d8fb830.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/c9b6b68be1834768971593a0d1ff5179.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/374e9b0acdd549d7a351d7505f82a88c.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/4b96fdbe96484a52a638b59b10c8f8ab.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/0b6204ce53ea44929bea0dbb6ecce4d6.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/1a81bc2c27444411b9dac09498efc7fe.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/6450f914c696441b9934d0fae1341fea.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/e315420b6dab41b381012de0a9a34cf1.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/a4a1495373d44d73a8463c000c019c08.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/5ffa7738ad1949fcac17f36afcda209b.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/222350df76474ce89af87aba182d2d7f.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/afe5263e28ce4736abb5236de74ec0a7.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/37798b33e5c9486987651ca9ef8a796b.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/73905295865d41fc9f5f6b0c191b1f43.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/f46a7af6197341c89a965a75e56e1515.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/0f0d1bf95c5d4c7daab085deb1b4316c.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/2d307a0c8b7041f7adc842f067557308.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/d651b5e186ca40468690bd48429c9a3c.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/cd493d6e63bd4911a0e6d3edd34d52e3.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/e5167157954f43b497c2e96322b0f614.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/00ffa147bdaf4870afa3da1417ac855b.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/be20888e60ad4ce899da3c0b5f6797ce.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/fb6f137accae48208391fe38bd20ca0c.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/d6b41539d09a410baa0eb93563cf1fe8.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/929488393fc14dbea772ea7ab68c2bc0.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/100abf4586ba43d3aae9c5aac7e0c622.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/acb74a42db34438c9abc092036df9ee8.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/3495eca9bc3e49fda1aba08638de93f9.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/513d585abef14bfbaf9cb733f8e95e62.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/88e192325781478db10f571afa1a5a1e.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/961644f249bb49d7b48096e8efa6c0b9.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/b80fe98c66f948b19ceb0794844af7d1.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/f048e9266a6c480a8fa370072a097926.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/6cbdcda704e5454cae3893b2617895a3.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/27db8a40091845d5ac4942d5ab68200d.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/9a300b8d18974fb4a5efe74fadd8aa99.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/fb767c53d68942e2b692c268f3c8e685.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/58b2dc95260f4e57a0ad7df1824936aa.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/62d21a3b9ad842abb41fe83402fc1da3.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/e20d80ac32ab4fbf8fade28b0af26665.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/994b287b0ee84a5abbec06ab74320cc3.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/312c5dd28dc642309d644dbbc5309c7b.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/48041648eaef4d5d9721de31eec00dbd.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/325776ce493143c4bb9c086886b3e190.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/49fa7fadd5a847db88b6651a3e77e5b2.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/b3b07d396fa94bc7ad119a68807aca6f.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/f149a372717f4898b9d2997e7a8fd86e.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/ae616350467749e3b6a61022d2770d28.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/ce899f7a98cd4dacaf403302bad3e4fe.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/bc84fffa000e4ec4a2b4433c99777d21.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/70d4760035d24c699e2b8382e2adcb52.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/cd4ce6979d204a3196eee97f52c156ea.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/a9d8dd1ff7f446deb4813901b560bd1d.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/b960fa1689e840aaac17d279efc31d10.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/772c4a4a304940e991fe6049c18ed30e.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/148ae706ed1d46a6b4916bf47f4d362b.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/2a6a7a57ecd14020819fe2e5e8e337b9.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/a047c4dfa7be4ed6903ccb1379d10187.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/fb6d70e6aa574220965c6eb37387edc3.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/0ce0fc6667c34bb79a52cb1a7a50bc96.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/3638c347d85f4f17b451632de38cd942.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/6876819d5eb943c0b0927c0a82065e87.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/8106df96d0da4127bcd1f65d4f303d24.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/48ef24865cda4888bd41d20f3fe82bae.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/12306feee2b64ab9af1a307638f5e492.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/a18851b95d6f4a398b3746e9950f5330.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/d31e6285a3fb419c80f507881fea9ac8.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/97425299f14246268c398838505990cf.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/b596446896af47f5954753b8df231a0a.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/714c4429f9944c61b2db78b95d898f24.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/8be801ca6eb74a5c9db19a7073f41fb0.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/5754684ad31b432fb5b99e3d56021414.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/9061eb5fe54243edb7c7c0914c622a75.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/5d2ebafa13a840c0888befb914d0ee85.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/3f43be42c98c4c44b2531269154567ff.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/c6d61d6577834fe3a515aa5e9dc086cd.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/1a5a2974f9584bfba8324c7edaf18792.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/2d10b12312994616abef6a8c80491fca.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/05c2f608bb144ad2967c43547c151b3e.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/e5cea012a7eb4de7a3836972cfa918a3.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/2df943bcf696469191545f06678d4f77.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/ee52b484677e4f849c01684fe383359c.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/bd8667245b6840d5b0699c6c02bfe733.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/23fa99451cfa41b4900112e6acd54e8e.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/0febf65d61034246bd9371fa8bbbf7e3.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/e31a19d10be34302b469db1e7e83f0ef.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/9d3a8f869caf4d63be474cf672ff09f8.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/670a3ec82d684893b9dd73e355d53571.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/3e72b6fe073c411eb68c1dee676b395a.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/ceb25654fafe49de8d399cf56b11af1a.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/1a8bb877b56e42c895d86a99655e4f72.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/49c8539a335b4ef595f4e9e2e4f562e4.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/db914d02a39d41a3b0bec0216cdfb3e9.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/948d7ec640154062ac5625918c66df97.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/83d7e8191ae64bb3806242badc9e2c43.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/9e4a6b86fc3c4acaa2d0dd8eb81bbc9d.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/79100dffc33d457e9efab8a5197a60e2.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/aa6d4fa1bc0945ada9c4a260107ab00f.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/7c3f990bf0f74aeab4bbed1e0bda1961.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/ff8fa49d2b7148f689d0ed63be58b37f.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/b8c526924e4b440f8f6c1b0babcf1045.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/4d601ab5669841d9a707810cbf264c1b.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/d205aeaca641424084a47769c3889667.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/0846b2774e264e8ca137fe3b4d3e01cf.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/79c8151e960249ae89af7c3e8ea00237.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/4fd57b30fdce4d1c8bf75e6152be5706.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/257f46582c2a4effb77bb42c44267665.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/26fce7c973c54f3b8cea77fc9a0d8d94.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/17758af7e2cd454bbbfc77624bdf6ffa.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/70319329cd0a4a22bc79c09f4c3c4d3e.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/2642475a726c47519951edebefdfb8a0.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/cd8c519cabff449086817ffb6e1727f6.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/c0aa8d97121345c2b39df6957d64b499.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/f418e7808e9144e688435a2ad01b3a45.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/bb5ab300cef64ecba8d2b5a10c3eb9e2.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/ae38bb27e88542ac851b05a4ab5994a3.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/225265345f4142679b6716dd9060c2b3.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/b02c49f8f5f44cd5886502ca4d5cea32.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/efd5aa308b9a46dca5f9656299ceb222.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/ecbc8d9c686a415c85ef26a5471545a1.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/85d2c5e2ba9347b5968ed784bde9b1e1.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/bd87d4609e954e3999332ec91ff66511.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/543448740acf4820a697a2185170c56c.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/456494ee1aa64640b5405ad14967dd1c.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/c1ba623cb0644176b60c586ba35fb4c7.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/06a3c607e299420f919d0194f4ba85b7.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/78b6080d4ec9424f80f1cef1af40c065.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/e7a90c8d82494ddcacd30625c001a713.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/ff67a6fc328d4684abd7d7ff1df54b82.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/dc07b4f79d5043549cd0b3d3d4a9eac3.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/ee333f4dfd5e4da387b49680191aaeb7.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/e7b8d17447e5470fad397e4fda2feb06.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/dc9a10f79dee4b6c828e4a0ebe70b77d.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/eada789d5f2a41fd8be9746a7f29c222.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/1c0780330bd74ea98097bac13160386a.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/44eaa970c2724ecda397f25aa8b68486.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/6580420d7c1148f2b667fff35903c0c1.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/2066730ce2bc486d885e6d3206e54bb5.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/4fa5fa80b44f447aa27da7950f50913b.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/d638e75cb4074c6d9e0aeb39ba6f027b.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/5249d895a5be4056b50a391f95fd9cb8.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/c26476e07ba04de38b19753e2c95b061.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/85d2ff23d70b4c568e5717f6256d4ceb.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/2554f52f938e4623947029ab95216b83.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/bcb60a9da6dc43baada11624292bf374.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/e59a99446c194833b1f342a44018830f.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/c5151e8a561b41df92b182bff8153ada.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/def1980c8bc34cdd8e8f17386a9027dc.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/825e8208ba5a4703a1ba2c2bfa24a121.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/383c7a1ba6d34cb69ebf9c5a38ead347.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/976cd9dbaa764e919b33092ef253a8e6.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/236695f7f5dd4386bb0e325c9750c1e8.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/6789017a437c428085c9fba108072811.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/e6ba24534ac34f46b513d0746a71f70d.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/d893c9b4399d43a8ba8116b7caaa7053.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/7d6dd6ebeb2142079406adb184c26e8d.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/7023eaccf35e4efca500fcb8e9e63aab.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/61f7c3a6c1854c7f914dc87b34efa378.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/2af410190c554be390235bad57078dda.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/a793cdbfd2914e9d8ad883e0d9e881cb.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/bc98ca0ee3e14f3fa4d8bf8be9ed5f1f.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/37d5d07116c84038b6750526f46361c3.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/ed7e78e1fe0749e087a6941add76f7ac.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/e42de56dc74b4c23aa566907bf08fbba.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/55d8efaf02444f8cb6516da1f5deffb2.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/3730770ff46942e094755e32bd4d30d7.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/f6203ab1a27f43908874da14afd73291.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/631ccd0486c54f69b5e38d0b93447a87.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/708b783dc8d44157b6307e94827473f4.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/b879913c7f194784b4c850c8bce45fb2.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/667427d7f4e14d8684e5d1e8a9685745.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/ff0c8572137f4573b8a0521e53609ffd.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/f83fbc38b04c4a4c9096ebcd1b15cc80.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/c2d659734ca242f3b1532077f82a1818.jpeg
hard_to_say,/home/jupyter/mnt/datasets/scooters_data/62e8d9f605ca4757b956cb65b172d100.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/e167d3e4a2b74d97a70260f73a07bd8d.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/e3137e33630d4f929fb2cbfba5dfda9c.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/8dd6b5aae2e942f3ba26842090263ae6.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/961445bd0df84e5781b29d8402f3d3ef.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/0c76fba011b84ec79330e279529cc7d2.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/cda2cbb68103450d87844312e9a88b14.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/3bcf3f67afe3488296c79feee1c95968.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/f9b24dc1b00d4a7faf269f2c9beeca18.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/a9e238980e2d49ffb5af7dbac6e340d2.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/dabd3be51e51480f86f8c1331f35c4a2.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/e4f899d7704a48d9ab160f4a3e5bd0d0.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/6303a581e1e842bd9772c89fdcb4280c.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/c52337941b9f42f0b2eb7e4215065f3e.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/4fd3674c9a244e3b91b2934c954bbbdd.jpeg
outside,/home/jupyter/mnt/datasets/scooters_data/045e5deb76794841a80801b28acac55c.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/6486a9f4773c456db505a8e4805cc80d.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/d1e4f8b42be84785938cb284a6989846.jpeg
inside,/home/jupyter/mnt/datasets/scooters_data/8769cd7d951e4e1d866ad8053efe9608.jpeg
